id,name,description,is_fixed,rule,country,created_at
86d81dd2-c663-4949-8957-892f82f008db,Fruitcake Toss Day,"Ein humorvoller Tag, an dem ungeliebte Reste des traditionellen Weihnachtskuchens (Fruitcake) ""entsorgt"" oder geworfen werden.",true,"{""day"": 3, ""month"": 1}",US,2026-01-14 17:36:29.78668+01
56f89f0e-87a4-4294-bb3e-158be94ca2c3,Bitcoin Genesis Block Day,Technologie-Jahrestag: Am 3. Januar 2009 schuf Satoshi Nakamoto den ersten Block der Bitcoin-Blockchain.,true,"{""day"": 3, ""month"": 1}",INT,2026-01-14 17:36:29.78668+01
848724ce-8fc0-44d7-8f27-2685e89765cc,Welt-Braille-Tag,"Gedenktag zu Ehren von Louis Braille, dem Erfinder der Blindenschrift. Macht auf die Bedeutung der Schrift für Menschen mit Sehbehinderung aufmerksam.",true,"{""day"": 4, ""month"": 1}",INT,2026-01-14 17:37:01.889749+01
8b7afe67-e893-42ab-9948-5dd7f3e8046a,Isaac-Newton-Tag,Geburtstag des Begründers der klassischen Mechanik (1643). Oft gefeiert als Tag der Wissenschaft und des Gravitationsgesetzes.,true,"{""day"": 4, ""month"": 1}",INT,2026-01-14 17:37:01.889749+01
93d8055e-a32d-4497-916d-d0d5f03cea24,Unabhängigkeitstag Myanmars,Nationalfeiertag zur Erinnerung an die Unabhängigkeit von der britischen Kolonialherrschaft im Jahr 1948.,true,"{""day"": 4, ""month"": 1}",MM,2026-01-14 17:37:01.889749+01
6ed419db-fa08-4f40-af58-53da7ba9c35d,Tag des unnützen Wissens (Trivia Day),"Ein Tag für alle, die gerne Quizze spielen und kuriose Fakten sammeln.",true,"{""day"": 4, ""month"": 1}",US,2026-01-14 17:37:01.889749+01
6f7cf87f-ade9-42de-bb5a-f3c467539d36,Tag der Spaghetti,Kulinarischer Aktionstag zu Ehren einer der beliebtesten Nudelsorten weltweit.,true,"{""day"": 4, ""month"": 1}",INT,2026-01-14 17:37:01.889749+01
1b8d8aff-7ba8-49be-899d-03e0c11fa9b5,Twelfth Night,Der Vorabend des Dreikönigsfestes markiert traditionell das Ende der Weihnachtszeit und das Abschmücken des Weihnachtsbaums.,true,"{""day"": 5, ""month"": 1}",INT,2026-01-14 17:37:35.637183+01
b12804b4-d0e0-4802-aa9a-3c9fe26ea759,National Bird Day,Ein Aktionstag zur Förderung des Schutzes wildlebender Vögel und zur Aufklärung über die Haltung von Vögeln in Gefangenschaft.,true,"{""day"": 5, ""month"": 1}",US,2026-01-14 17:37:35.637183+01
3f71874e-715c-470f-a665-cb0d4c01bb40,Gründung der DAP,"Historischer Jahrestag: 1919 gründete Anton Drexler in München die Deutsche Arbeiterpartei, die Vorläuferorganisation der NSDAP.",true,"{""day"": 5, ""month"": 1}",DE,2026-01-14 17:37:35.637183+01
454f55ea-caf5-4411-9ab2-504e51ea58e4,Tag der Schlagsahne,"Kulinarischer Gedenktag zu Ehren von Aaron ""Bunny"" Lapin, dem Erfinder der Sprühsahne (Reddi-wip), der an diesem Tag geboren wurde.",true,"{""day"": 5, ""month"": 1}",US,2026-01-14 17:37:35.637183+01
4696ec5e-94d0-4a8a-83ab-3204a87128c6,Tag des Zahnarztes,Ein Tag zur Wertschätzung der zahnmedizinischen Gesundheitsvorsorge.,true,"{""day"": 6, ""month"": 3}",INT,2026-01-14 21:07:11.265212+01
6ec33327-1c06-407d-a530-f7c6ba94c1bc,Alamo-Gedenktag,Erinnerung an den Fall der Mission Alamo am 6. März 1836 während der Texanischen Revolution.,true,"{""day"": 6, ""month"": 3}",US-TX,2026-01-14 21:07:11.265212+01
3e7fd727-06c0-42ea-92c5-02b095ccd062,Tag des weißen Schokoladen-Käsekuchens,Ein kulinarischer Feiertag für Liebhaber von weißer Schokolade und Cheesecake.,true,"{""day"": 6, ""month"": 3}",US,2026-01-14 21:07:11.265212+01
bf5662d3-014a-4c11-a755-ca29ee05921c,Tag des U-Boots,Gedenktag zur technischen Entwicklung und Bedeutung von Unterseebooten.,true,"{""day"": 17, ""month"": 3}",INT,2026-01-14 21:20:51.535086+01
db029837-9b98-4bbf-8ec4-a2d669eb8538,Tag der Drehbuchautoren,Internationaler Tag zur Anerkennung der kreativen Köpfe hinter Film- und Fernsehmanuskripten.,true,"{""day"": 5, ""month"": 1}",INT,2026-01-14 17:37:35.637183+01
5c846234-0206-4631-8f01-63aafd35446c,Heilige Drei Könige,"Fest der Erscheinung des Herrn; gesetzlicher Feiertag in BW, BY und ST. Markiert den Besuch der Weisen aus dem Morgenland.",true,"{""day"": 6, ""month"": 1}",DE,2026-01-14 17:38:16.032728+01
3a1d8c05-e845-410f-9a9a-5a5ec55fb755,Epiphanias,Eines der ältesten christlichen Feste; in Ländern wie Spanien (Reyes Magos) oder Italien (Befana) zentraler Geschenktag.,true,"{""day"": 6, ""month"": 1}",INT,2026-01-14 17:38:16.032728+01
aa12a648-6a8f-47d8-90a8-712e16eaf4aa,Dreikönigstag (Karnevalsbeginn),"In der schwäbisch-alemannischen Fasnet traditioneller Termin zum ""Abstauben"" der Masken und Beginn der Saalfasnacht.",true,"{""day"": 6, ""month"": 1}",DE,2026-01-14 17:38:16.032728+01
19c9be8b-1a9d-4f76-95ed-9e1f041a415a,Tag des Kuschelns,"Ein US-amerikanischer Aktionstag, der dazu einlädt, die Kälte des Januars durch menschliche Nähe zu überbrücken.",true,"{""day"": 6, ""month"": 1}",US,2026-01-14 17:38:16.032728+01
5a586495-0de4-4316-8da2-53f5d005b32a,Tag der Technik,Aktionstag zur Anerkennung technologischer Fortschritte und deren Einfluss auf den Alltag.,true,"{""day"": 6, ""month"": 1}",INT,2026-01-14 17:38:16.032728+01
adbc7d64-c41a-4e28-81b9-60e1360089a8,Orthodoxe Weihnachten,"Feier der Geburt Christi nach dem julianischen Kalender (u.a. in Russland, Serbien, Georgien und Ägypten).",true,"{""day"": 7, ""month"": 1}",INT,2026-01-14 17:38:59.088139+01
a68498e6-5ec4-4840-ae74-33eedc30a232,St. Distaff’s Day,Traditioneller englischer Gedenktag: Der Tag nach Epiphanias markiert das Ende der Weihnachtsruhe und die Rückkehr der Frauen an das Spinnrad.,true,"{""day"": 7, ""month"": 1}",UK,2026-01-14 17:38:59.088139+01
5c618c05-457a-465b-a313-4a7038e254c2,Festa del Tricolore,Nationaler Gedenktag zur Feier der Entstehung der italienischen Flagge im Jahr 1797.,true,"{""day"": 7, ""month"": 1}",IT,2026-01-14 17:38:59.088139+01
2cec13df-c5cf-4b51-ac97-9e3d27195554,Tag des Programmierers (alternative),Inoffizieller Gedenktag für Softwareentwickler; wird oft in Verbindung mit dem binären System (07.01.) assoziiert.,true,"{""day"": 7, ""month"": 1}",RU,2026-01-14 17:38:59.088139+01
fe9ba884-ceb0-4867-bff4-9c2d1bc4cdb3,Tag des Tempura,"Ein kulinarischer Aktionstag zu Ehren der japanischen Frittiermethode, die ursprünglich von portugiesischen Missionaren eingeführt wurde.",true,"{""day"": 7, ""month"": 1}",US,2026-01-14 17:38:59.088139+01
a27abf7b-2a7f-4e78-a981-7ab2811fbe2d,Elvis-Presley-Tag,"Geburtstag des ""King of Rock 'n' Roll"" (1935). Ein zentrales Datum für Fans weltweit, besonders in Memphis (Graceland).",true,"{""day"": 8, ""month"": 1}",INT,2026-01-14 17:39:25.455896+01
48e259ec-19ed-4fbd-8242-d5faf88b4aca,David-Bowie-Tag,"Geburtstag der Musik-Ikone (1947). Fans feiern das Leben des ""Thin White Duke"" und seine Wandlungsfähigkeit.",true,"{""day"": 8, ""month"": 1}",INT,2026-01-14 17:39:25.455896+01
85a7c452-94a2-45de-ab99-3ff46143b1d8,Gründungstag des ANC,"Historischer Jahrestag: 1912 wurde der South African Native National Congress gegründet, die spätere Regierungspartei ANC unter Nelson Mandela.",true,"{""day"": 8, ""month"": 1}",ZA,2026-01-14 17:39:25.455896+01
a45034d9-3193-4e9b-bf4c-99118c7b653a,Tag des Schaumbads,"Ein herrlich entspannender Aktionstag, der dazu einlädt, sich im kalten Januar ein warmes Bad zu gönnen.",true,"{""day"": 8, ""month"": 1}",US,2026-01-14 17:39:25.455896+01
20639525-ecaa-4a7f-b7a5-1fbf1d887be9,Tag des Tippens,"Ein Tag zur Förderung von Schreibgeschwindigkeit und Effizienz an Tastaturen, ursprünglich in Malaysia initiiert.",true,"{""day"": 8, ""month"": 1}",INT,2026-01-14 17:39:25.455896+01
483f4203-244c-4000-90ac-2692a01589f5,Tag der Märtyrer,Nationaler Trauer- und Gedenktag in Panama zur Erinnerung an die Unruhen von 1964 um die Souveränität des Panamakanals.,true,"{""day"": 9, ""month"": 1}",PA,2026-01-14 17:40:06.387487+01
290c6300-01a4-4cca-9510-9720520eba90,iPhone Day,Technologie-Jahrestag: Am 9. Januar 2007 stellte Steve Jobs auf der Macworld das erste iPhone vor und revolutionierte den Mobilfunkmarkt.,true,"{""day"": 9, ""month"": 1}",INT,2026-01-14 17:40:06.387487+01
27330126-4d8b-49fc-bfd9-623fb6f35fa5,Tag der Statik,"Ein Aktionstag, der die Bedeutung der Tragwerksplanung und Baustatik für sichere Gebäude hervorhebt.",true,"{""day"": 9, ""month"": 1}",DE,2026-01-14 17:40:06.387487+01
fc337373-3dbd-481a-886f-f02857277484,Tag der Aprikose,"Ein kulinarischer Aktionstag, der die gesunden Eigenschaften der vitaminreichen Steinfrucht feiert.",true,"{""day"": 9, ""month"": 1}",US,2026-01-14 17:40:06.387487+01
06d711f5-267a-47f2-8765-108e58bb25c6,National Balloon Ascension Day,Gedenktag an die erste bemannte Ballonfahrt in Amerika durch Jean-Pierre Blanchard im Jahr 1793.,true,"{""day"": 9, ""month"": 1}",US,2026-01-14 17:40:06.387487+01
f340ab33-e5b2-4938-9a2b-dc3d40112fad,Tag der ersten UN-Vollversammlung,Gedenktag an das erste Treffen der UN-Vollversammlung 1946 in London mit Vertretern aus 51 Nationen.,true,"{""day"": 10, ""month"": 1}",INT,2026-01-14 17:40:50.135156+01
bb61ed12-eeab-4c3d-96c7-e24d48c65cda,Tag der London Underground,Jahrestag der Inbetriebnahme der Metropolitan Railway im Jahr 1863 – die Geburtsstunde der modernen U-Bahn.,true,"{""day"": 10, ""month"": 1}",UK,2026-01-14 17:40:50.135156+01
fecad2af-dc72-4523-b8d7-a5dd31d5d889,Tag der Zimmerpflanze,"Ein Aktionstag, der dazu einlädt, das Raumklima durch Grünpflanzen zu verbessern und die Pflege der eigenen Pflanzen zu feiern.",true,"{""day"": 10, ""month"": 1}",INT,2026-01-14 17:40:50.135156+01
a78564dc-b9d5-4ee8-a195-68d29aa41753,Tag der Bitterschokolade,Ein kulinarischer Tag zu Ehren der dunklen Schokolade und ihrer gesundheitsfördernden Eigenschaften.,true,"{""day"": 10, ""month"": 1}",US,2026-01-14 17:40:50.135156+01
465dd3ea-2eea-4c21-8176-4f72601153f2,Rod-Stewart-Tag,"Geburtstag des britischen Rock- und Pop-Sängers (1945), bekannt für seine markante raue Stimme.",true,"{""day"": 10, ""month"": 1}",INT,2026-01-14 17:40:50.135156+01
146d559f-bb0d-4165-83a3-838c6356dfee,Internationaler Dankeschön-Tag,"Ein Tag, um die Bedeutung eines ehrlichen ""Danke"" im Alltag zu betonen und Mitmenschen Wertschätzung zu zeigen.",true,"{""day"": 11, ""month"": 1}",INT,2026-01-14 17:41:21.264538+01
cc702b7b-8d6f-4fde-9c94-13f48f499b2b,Tag des deutschen Apfels,"Aktionstag der deutschen Obstzeuger, um auf die Qualität und Sortenvielfalt heimischer Äpfel aufmerksam zu machen.",true,"{""day"": 11, ""month"": 1}",DE,2026-01-14 17:41:21.264538+01
e70c7b96-60b5-4c31-9282-f1d219af9adb,Tag gegen Menschenhandel,Gedenktag zur Sensibilisierung für die Problematik des modernen Menschenhandels und zum Schutz der Opfer.,true,"{""day"": 11, ""month"": 1}",US,2026-01-14 17:41:21.264538+01
8f4d6527-cd89-459b-aedd-e21ed099ef28,Guantanamo-Jahrestag,Politischer Gedenktag: Am 11. Januar 2002 kamen die ersten Gefangenen im US-Lager auf Kuba an; oft Anlass für Proteste.,true,"{""day"": 11, ""month"": 1}",INT,2026-01-14 17:41:21.264538+01
0f957879-cc6e-4c21-8c85-cb1f6950ef20,Tag des Milchmanns,Erinnert an die erste Auslieferung von Milch in Glasflaschen im Jahr 1878 durch Alexander Campbell in New York.,true,"{""day"": 11, ""month"": 1}",US,2026-01-14 17:41:21.264538+01
9513c273-dbd8-4e04-a9b1-8996bc0b54b9,Gedenktag des Erdbebens von 2010,Nationaler Gedenktag zur Erinnerung an das verheerende Erdbeben in Haiti im Jahr 2010.,true,"{""day"": 12, ""month"": 1}",HT,2026-01-14 17:41:58.559807+01
2cf6e705-cc93-4353-b38c-92101bfd112b,Tag des Marzipans,"Ein kulinarischer Aktionstag zu Ehren der Süßware aus Mandeln und Zucker, die besonders in Lübeck Tradition hat.",true,"{""day"": 12, ""month"": 1}",INT,2026-01-14 17:41:58.559807+01
03e9836f-18bf-4fce-b3af-f506b6a97563,Jack-London-Tag,"Geburtstag des US-Schriftstellers (1876), berühmt für Abenteuerromane wie ""Ruf der Wildnis"" und ""Wolfsblut"".",true,"{""day"": 12, ""month"": 1}",INT,2026-01-14 17:41:58.559807+01
ab8d1036-fa06-412e-a88b-f6e0b7e079b4,Tag der ersten Radiosendung,Jahrestag der ersten öffentlichen Rundfunkübertragung durch Lee De Forest vom Eiffelturm im Jahr 1908.,true,"{""day"": 12, ""month"": 1}",INT,2026-01-14 17:41:58.559807+01
383a3dc4-8002-428b-9d43-ba13e946ff1b,Halte-deine-Vorsätze-ein-Tag,"Ein Motivations-Tag, der Menschen dazu ermutigt, ihre Neujahrsvorsätze trotz erster Schwierigkeiten weiterzuverfolgen.",true,"{""day"": 12, ""month"": 1}",INT,2026-01-14 17:41:58.559807+01
fe172d66-0a84-43ac-b43c-f0dd678ddedb,St.-Knuts-Tag,"Traditioneller Abschluss der Weihnachtszeit in Schweden, Norwegen und Finnland; der Weihnachtsbaum wird aus dem Fenster geworfen.",true,"{""day"": 13, ""month"": 1}",SE,2026-01-14 17:42:30.160098+01
8d7667ae-5eb9-4552-b4a2-d46541a107c9,Tag der Skeptiker,"Ein Tag, um kritisches Denken zu fördern und Behauptungen ohne wissenschaftliche Beweise zu hinterfragen.",true,"{""day"": 13, ""month"": 1}",INT,2026-01-14 17:42:30.160098+01
e239629f-ade5-4f11-b821-b3cce9c2bf49,Tag der Verteidiger der Freiheit,Nationaler Gedenktag in Litauen zur Erinnerung an die Ereignisse von 1991 am Fernsehturm in Vilnius.,true,"{""day"": 13, ""month"": 1}",LT,2026-01-14 17:42:30.160098+01
ca5eb1e5-8ece-4f60-bf17-ffa5f9d0f0b4,Tag des Aufklebers,"Gedenktag zu Ehren von R. Stanton Avery, dem Erfinder des selbstklebenden Etiketts, der an diesem Tag geboren wurde.",true,"{""day"": 13, ""month"": 1}",US,2026-01-14 17:42:30.160098+01
66d2d2e4-bf7d-4498-8a1f-9a23e2a57c30,Tag der Quitte,"Ein kulinarischer Aktionstag, der die vielseitige, aber oft unterschätzte Winterfrucht in den Fokus rückt.",true,"{""day"": 13, ""month"": 1}",DE,2026-01-14 17:42:30.160098+01
e40f8db3-e0d2-4c92-9221-9f57eb35a2b6,Wikipedia-Tag,Jahrestag der Online-Schaltung von Wikipedia im Jahr 2001 durch Jimmy Wales und Larry Sanger.,true,"{""day"": 15, ""month"": 1}",INT,2026-01-14 17:44:27.167771+01
8cb2bca4-c429-4fc6-9e91-95b9a6177ae1,Geburtstag von Martin Luther King Jr.,Ehrentag des US-Bürgerrechtlers und Friedensnobelpreisträgers (1929). Der gesetzliche Feiertag (MLK Day) ist jedoch beweglich.,true,"{""day"": 15, ""month"": 1}",US,2026-01-14 17:44:27.167771+01
e96c5845-8346-472a-96ae-93b6fcf4de11,Tag des Erdbeereis,"Ein kulinarischer Aktionstag, der – trotz winterlicher Temperaturen – eine der beliebtesten Eissorten feiert.",true,"{""day"": 15, ""month"": 1}",US,2026-01-14 17:44:27.167771+01
ffaa4d84-89b8-41ec-94a1-687d5dbb85c1,Tag des Hutes,"Ein modischer Aktionstag, der die Vielfalt an Kopfbedeckungen von der Melone bis zum Zylinder zelebriert.",true,"{""day"": 15, ""month"": 1}",INT,2026-01-14 17:44:27.167771+01
35391d8f-72db-47ca-92a9-1612d834b481,Eröffnung des British Museum,Historischer Jahrestag: 1759 öffnete das British Museum in London erstmals seine Pforten für die Öffentlichkeit.,true,"{""day"": 15, ""month"": 1}",UK,2026-01-14 17:44:27.167771+01
75df9b09-4161-4a42-8e87-10e6bfce405d,World Beatles Day,"Gedenktag zur Eröffnung des Cavern Club in Liverpool (1957), der Geburtsstätte der Beatles.",true,"{""day"": 16, ""month"": 1}",INT,2026-01-14 17:45:02.908261+01
a7b3ecfc-ea94-4aea-a40f-35afa2b932cd,Tag der Religionsfreiheit,Erinnert an die Verabschiedung des Virginia Statute for Religious Freedom durch Thomas Jefferson im Jahr 1786.,true,"{""day"": 16, ""month"": 1}",US,2026-01-14 17:45:02.908261+01
828c5075-aa91-4640-9c61-7509cb8f3b9f,Beginn der Prohibition,"Historischer Jahrestag: 1919 wurde der 18. Zusatzartikel ratifiziert, der ein Jahr später das Alkoholverbot in den USA einleitete.",true,"{""day"": 16, ""month"": 1}",US,2026-01-14 17:45:02.908261+01
b77258ba-4fa2-4495-a1d8-d99803358920,Tag des Drachensteigens,"In vielen Ländern ein Tag, um die windigen Januartage für das Steigenlassen von Drachen zu nutzen.",true,"{""day"": 16, ""month"": 1}",INT,2026-01-14 17:45:02.908261+01
56197e52-9741-42fa-a5e0-5acd02a03f3a,Tag des scharfen Essens,"Kulinarischer Aktionstag, der Gerichte mit Chili, Curry und anderen scharfen Gewürzen zelebriert.",true,"{""day"": 16, ""month"": 1}",INT,2026-01-14 17:45:02.908261+01
ba495091-ffb8-4ef8-9c71-1ae75438bbc5,Benjamin-Franklin-Tag,"Geburtstag des US-Gründervaters, Erfinders (Blitzableiter) und Naturwissenschaftlers (1706).",true,"{""day"": 17, ""month"": 1}",US,2026-01-14 17:45:46.524454+01
4ee3923f-86a0-4b5a-b997-95dea89ce16e,Wir-werfen-unsere-Vorsätze-über-Bord-Tag,"Ein humorvoller Aktionstag für alle, die ihre Neujahrsvorsätze bereits nach zwei Wochen aufgegeben haben.",true,"{""day"": 17, ""month"": 1}",INT,2026-01-14 17:45:46.524454+01
aca32e3c-a724-4d31-a813-c044ef7924de,Gedenktag des Heiligen Antonius,Festtag des Schutzpatrons der Haustiere; in vielen katholischen Regionen werden an diesem Tag Tiere gesegnet.,true,"{""day"": 17, ""month"": 1}",INT,2026-01-14 17:45:46.524454+01
580db27f-b0a1-4ce5-a4fe-0cc6b155c7db,Tag des modernen Automobils,Historischer Jahrestag: 1891 wurde das erste Patent für das Automobil in den USA an George B. Selden erteilt.,true,"{""day"": 17, ""month"": 1}",US,2026-01-14 17:45:46.524454+01
4ebbb2a4-a23b-4376-8330-a2d174bba78c,Welttag der italienischen Küche,Internationaler Aktionstag zum Schutz der authentischen italienischen Gastronomie gegen kulinarische Fälschungen.,true,"{""day"": 17, ""month"": 1}",INT,2026-01-14 17:45:46.524454+01
7c9519bd-82b4-47d9-9d1d-0db6db591a21,National Shop for Travel Day,"Aktionstag, der vom US-Reisetechnologieverband initiiert wurde, um an die Wichtigkeit der Reiseplanung zu erinnern.",false,"{""month"": 1, ""occurrence"": [2], ""day_of_week"": ""Tuesday""}",US,2026-01-14 17:49:48.583947+01
6ed24200-33f1-41cc-bbc2-dd141ff2f012,Tag der Märtyrer,Nationaler Gedenktag in Panama zur Erinnerung an die Unruhen von 1964 um die Souveränität des Panamakanals.,true,"{""day"": 13, ""month"": 1}",PA,2026-01-14 17:49:48.583947+01
c8deafb0-6cb3-4fc6-818f-12c1fc71e529,iPhone Day,Jahrestag der Vorstellung des ersten iPhones durch Steve Jobs im Jahr 2007.,true,"{""day"": 13, ""month"": 1}",INT,2026-01-14 17:49:48.583947+01
a3397ab6-e6dd-4b8a-b81b-ec74437c92d3,Tag der Statik,"Ein Aktionstag, der die Bedeutung der Tragwerksplanung und Baustatik für sichere Gebäude hervorhebt.",true,"{""day"": 13, ""month"": 1}",DE,2026-01-14 17:49:48.583947+01
c9341739-71ff-4421-beef-6b057db3375b,Welttag der Logik,Von der UNESCO proklamierter Tag zur Förderung der intellektuellen Geschichte und praktischen Bedeutung der Logik.,true,"{""day"": 14, ""month"": 1}",INT,2026-01-14 17:53:34.914958+01
642690c3-308c-45cc-99de-8988bd0e5aad,Tag des frisch gepressten Saftes,Aktionstag zur Förderung einer gesunden Ernährung mit frisch gepressten Obst- und Gemüsesäften.,true,"{""day"": 15, ""month"": 1}",US,2026-01-14 17:54:29.497508+01
3ccff869-13a4-45a0-8db3-518fd36d74a8,Tag des Nichts,"1973 vom Journalisten Harold Pullman Coffin vorgeschlagen, um einen Tag ohne Feiern, Gedenken oder Arbeit zu haben.",true,"{""day"": 16, ""month"": 1}",US,2026-01-14 17:56:02.225306+01
df1834b3-775b-4d1a-ba1e-183ec034bd14,Tag der jungen Erfinder,"Wird zu Ehren von Benjamin Franklins Geburtstag gefeiert, um die Kreativität von Kindern zu fördern.",true,"{""day"": 17, ""month"": 1}",INT,2026-01-14 17:56:51.431279+01
d1e3c8a8-6cc3-4ce1-9571-b9ba45356a3d,Winnie-Puuh-Tag,Geburtstag des Autors A.A. Milne (1882). Fans weltweit feiern den Honig liebenden Bären und seine Freunde aus dem Hundertmorgenwald.,true,"{""day"": 18, ""month"": 1}",INT,2026-01-14 17:57:31.566543+01
24c7ea82-590d-401b-b4c4-def551ccf779,Welttag des Schneemanns,"Die Form der ""8"" ähnelt einem Schneemann, daher wurde dieser Tag gewählt, um die Freude an der Winterfigur zu feiern.",true,"{""day"": 18, ""month"": 1}",INT,2026-01-14 17:57:31.566543+01
b3a353ee-57cf-44e2-8ad4-f3c9669d4e50,Reichsgründungstag,Historischer Jahrestag: 1871 wurde Wilhelm I. im Spiegelsaal von Versailles zum deutschen Kaiser proklamiert.,true,"{""day"": 18, ""month"": 1}",DE,2026-01-14 17:57:31.566543+01
34202106-02a9-443d-a587-056893018753,Tag der Peking-Ente,"Ein kulinarischer Aktionstag zu Ehren des berühmten chinesischen Gerichts, das für seine knusprige Haut bekannt ist.",true,"{""day"": 18, ""month"": 1}",US,2026-01-14 17:57:31.566543+01
16e7d94a-ba29-499b-8322-554c606846e3,Thesaurus-Tag,"Geburtstag von Peter Mark Roget (1779), dem Erfinder des modernen Thesaurus; ein Tag für Wortgewalt und Synonyme.",true,"{""day"": 18, ""month"": 1}",INT,2026-01-14 17:57:31.566543+01
